user_id,account_completed,retention_7d,complaint_7d,first_deposit_7d,trade_count_7d
507378,0,0,0,0,0
507379,0,0,0,0,0
507380,1,0,0,1,0
507381,0,1,0,0,0
507382,0,0,0,0,0
507383,0,0,0,0,0
507384,0,1,1,0,0
507385,0,1,0,1,0
507386,0,0,0,0,0
507387,1,0,0,0,0
507388,0,1,0,1,0
507389,0,0,0,1,0
507390,0,0,0,0,0
507391,0,0,0,1,0
507392,0,1,0,0,0
507393,0,0,0,0,0
507394,0,0,0,1,0
507395,0,1,0,1,0
507396,0,0,0,0,0
507397,0,0,0,1,0
507398,1,0,0,0,3
507399,0,0,0,0,0
507400,0,0,0,0,0
507401,0,0,0,0,0
507402,0,1,0,0,0
507403,0,1,0,0,0
507404,0,0,0,0,0
507405,0,0,0,0,0
507406,0,0,0,1,0
507407,0,0,0,1,0
507408,1,1,0,0,0
507409,1,1,0,1,0
507410,0,0,0,1,0
507411,0,0,0,0,0
507412,1,0,0,0,0
507413,0,0,0,1,0
507414,0,0,0,1,0
507415,1,0,0,0,2
507416,1,1,0,1,6
507417,0,0,0,1,0
507418,0,0,0,0,0
507419,0,1,0,0,0
507420,1,1,0,0,0
507421,0,0,0,0,0
507422,0,1,0,0,0
507423,0,1,0,0,0
507424,1,1,0,0,2
507425,1,0,0,1,0
507426,0,1,0,0,0
507427,0,0,0,0,0
507428,0,0,0,1,0
507429,0,1,0,0,0
507430,0,0,0,1,0
507431,0,0,0,1,0
507432,1,1,0,1,3
507433,0,1,0,0,0
507434,0,0,0,0,0
507435,0,0,0,0,0
507436,0,0,0,1,0
507437,0,0,0,0,0
507438,1,0,0,1,1
507439,0,1,0,0,0
507440,1,1,0,1,0
507441,0,1,0,0,0
507442,1,0,0,1,2
507443,0,1,0,0,0
507444,0,0,0,1,0
507445,0,0,0,1,0
507446,0,1,0,1,0
507447,0,1,0,0,0
507448,0,0,0,0,0
507449,0,0,0,0,0
507450,0,0,0,0,0
507451,0,0,0,0,0
507452,0,0,0,0,0
507453,0,0,0,0,0
507454,0,0,0,0,0
507455,0,1,0,0,0
507456,0,1,0,0,0
507457,1,1,0,0,1
507458,1,1,0,1,2
507459,0,0,0,0,0
507460,1,0,0,1,5
507461,0,0,0,0,0
507462,0,0,0,0,0
507463,0,1,0,0,0
507464,0,1,0,0,0
507465,0,0,0,0,0
507466,0,0,0,0,0
507467,0,0,0,1,0
507468,0,0,0,0,0
507469,0,0,0,0,0
507470,0,0,0,0,0
507471,1,1,0,0,1
507472,0,0,0,0,0
507473,0,0,0,0,0
507474,0,0,0,1,0
507475,0,0,0,1,0
507476,0,0,0,0,0
507477,0,0,0,0,0
507478,0,1,0,0,0
507479,0,0,0,0,0
507480,0,0,0,1,0
507481,0,1,0,0,0
507482,0,1,0,0,0
507483,1,0,0,1,4
507484,0,0,0,0,0
507485,0,1,0,0,0
507486,0,0,0,0,0
507487,0,0,0,0,0
507488,0,0,0,0,0
507489,0,0,0,0,0
507490,0,1,0,0,0
507491,0,0,0,0,0
507492,0,0,0,0,0
507493,0,0,0,1,0
507494,0,0,0,1,0
507495,0,0,0,1,0
507496,0,1,0,0,0
507497,0,0,0,0,0
507498,1,1,0,1,1
507499,0,0,0,0,0
507500,0,0,0,1,0
507501,0,0,0,0,0
507502,1,1,0,0,1
507503,1,0,0,0,0
507504,0,0,0,0,0
507505,0,0,0,1,0
507506,0,1,0,0,0
507507,1,0,0,1,0
507508,0,1,0,1,0
507509,0,0,0,1,0
507510,0,0,0,0,0
507511,0,0,0,0,0
507512,0,1,0,1,0
507513,1,0,0,1,2
507514,0,0,0,0,0
507515,0,0,0,1,0
507516,0,0,0,0,0
507517,0,0,0,0,0
507518,0,1,0,0,0
507519,0,0,0,0,0
507520,0,0,0,0,0
507521,0,0,0,0,0
507522,0,0,0,1,0
507523,0,0,0,1,0
507524,0,0,0,1,0
507525,0,1,0,0,0
507526,0,0,0,0,0
507527,0,0,0,0,0
507528,0,0,0,0,0
507529,0,0,0,1,0
507530,0,0,0,1,0
507531,0,0,0,0,0
507532,0,1,0,0,0
507533,0,0,0,0,0
507534,0,1,0,0,0
507535,0,0,0,0,0
507536,0,0,0,0,0
507537,1,1,0,0,2
507538,1,0,0,0,0
507539,1,0,0,0,0
507540,0,1,0,0,0
507541,0,1,0,0,0
507542,0,0,0,0,0
507543,0,0,0,0,0
507544,0,0,0,0,0
507545,0,0,0,0,0
507546,0,0,0,0,0
507547,0,0,0,0,0
507548,1,0,0,1,2
507549,0,0,0,0,0
507550,0,1,0,1,0
507551,0,0,0,0,0
507552,0,0,0,0,0
507553,0,0,0,0,0
507554,0,1,0,0,0
507555,0,1,0,1,0
507556,0,0,0,1,0
507557,0,0,0,0,0
507558,0,1,0,0,0
507559,1,1,0,1,2
507560,0,0,0,1,0
507561,0,0,0,0,0
507562,1,0,0,1,3
507563,0,0,0,0,0
507564,1,1,0,1,2
507565,0,0,0,0,0
507566,1,0,0,1,3
507567,0,1,0,0,0
507568,0,1,0,0,0
507569,0,1,0,0,0
507570,0,0,0,0,0
507571,0,0,0,0,0
507572,0,1,0,0,0
507573,0,1,0,0,0
507574,0,0,0,0,0
507575,0,0,0,0,0
507576,0,1,0,0,0
507577,0,1,0,1,0
507578,0,0,0,1,0
507579,0,0,0,1,0
507580,0,0,0,0,0
507581,0,0,0,0,0
507582,0,1,0,0,0
507583,1,1,0,1,3
507584,0,0,0,0,0
507585,0,0,0,0,0
507586,0,0,0,1,0
507587,0,0,0,0,0
507588,0,1,0,0,0
507589,0,0,0,1,0
507590,1,1,0,0,0
507591,0,0,0,0,0
507592,0,1,0,0,0
507593,0,1,0,0,0
507594,1,0,0,0,0
507595,0,0,0,0,0
507596,0,0,0,0,0
507597,0,1,0,0,0
507598,0,1,0,1,0
507599,0,0,0,1,0
507600,0,1,0,0,0
507601,0,0,0,0,0
507602,0,0,0,0,0
507603,0,1,0,0,0
507604,0,0,0,0,0
507605,0,0,0,1,0
507606,0,1,0,0,0
507607,0,0,0,0,0
507608,0,0,0,0,0
507609,0,0,0,1,0
507610,0,0,0,0,0
507611,0,0,0,0,0
507612,1,1,0,1,1
507613,0,1,0,0,0
507614,1,0,0,0,0
507615,0,0,1,1,0
507616,0,0,0,1,0
507617,0,0,0,1,0
507618,0,0,0,0,0
507619,1,1,0,0,0
507620,0,0,0,0,0
507621,0,0,0,0,0
507622,0,1,0,0,0
507623,0,0,0,0,0
507624,0,0,0,1,0
507625,0,0,0,0,0
507626,0,0,0,0,0
507627,0,1,0,1,0
507628,0,0,0,1,0
507629,1,1,0,0,1
507630,0,0,0,0,0
507631,1,1,0,1,1
507632,1,1,0,1,1
507633,0,1,0,1,0
507634,1,1,0,1,2
507635,0,1,0,1,0
507636,0,1,0,0,0
507637,0,0,0,0,0
507638,0,0,0,0,0
507639,0,0,0,0,0
507640,0,1,0,0,0
507641,0,1,0,0,0
507642,1,0,0,1,4
507643,1,0,0,0,0
507644,0,0,0,0,0
507645,0,0,0,1,0
507646,0,1,0,0,0
507647,1,0,0,1,0
507648,0,1,0,0,0
507649,0,0,0,1,0
507650,0,1,0,0,0
507651,0,0,0,0,0
507652,0,0,0,0,0
507653,0,0,0,1,0
507654,1,0,0,1,5
507655,1,0,0,1,3
507656,0,0,0,0,0
507657,0,1,0,1,0
507658,0,0,0,0,0
507659,0,0,0,0,0
507660,0,0,0,1,0
507661,0,0,0,0,0
507662,0,0,0,0,0
507663,0,1,0,0,0
507664,0,1,0,0,0
507665,1,1,0,1,3
507666,0,0,0,0,0
507667,0,1,0,0,0
507668,1,0,0,0,1
507669,0,0,0,0,0
507670,1,1,0,1,4
507671,0,1,0,0,0
507672,0,0,0,0,0
507673,0,0,0,1,0
507674,0,0,0,0,0
507675,0,0,0,0,0
507676,0,0,0,0,0
507677,0,0,0,1,0
507678,0,0,0,1,0
507679,0,1,0,0,0
507680,0,1,0,0,0
507681,1,1,0,1,0
507682,0,0,0,0,0
507683,1,0,0,1,2
507684,0,1,0,0,0
507685,0,0,0,0,0
507686,1,0,0,1,3
507687,0,1,0,0,0
507688,0,0,0,1,0
507689,0,1,0,0,0
507690,0,0,0,0,0
507691,1,0,0,0,2
507692,0,0,0,1,0
507693,0,0,0,0,0
507694,1,0,0,1,2
507695,0,0,0,0,0
507696,0,1,0,1,0
507697,0,0,0,0,0
507698,0,0,0,1,0
507699,1,1,0,1,2
507700,1,1,0,0,0
507701,1,1,0,1,0
507702,1,0,0,0,1
507703,0,0,0,1,0
507704,0,1,0,0,0
507705,0,0,0,0,0
507706,0,1,0,0,0
507707,0,0,0,0,0
507708,0,0,0,1,0
507709,0,1,0,0,0
507710,1,0,0,1,3
507711,0,0,0,0,0
507712,0,0,0,0,0
507713,0,0,0,1,0
507714,0,1,0,1,0
507715,0,0,0,0,0
507716,0,1,0,0,0
507717,0,0,0,1,0
507718,0,0,0,1,0
507719,0,1,0,1,0
507720,0,0,0,1,0
507721,0,0,0,0,0
507722,1,1,0,1,2
507723,1,1,0,1,2
507724,1,1,0,1,2
507725,0,0,0,0,0
507726,0,1,0,0,0
507727,0,0,0,1,0
507728,0,1,0,0,0
507729,0,0,0,1,0
507730,1,1,0,1,3
507731,0,0,0,0,0
507732,1,1,0,0,0
507733,0,1,0,1,0
507734,0,0,0,0,0
507735,0,1,0,0,0
507736,0,0,0,0,0
507737,0,0,0,0,0
507738,1,1,0,1,2
507739,0,0,0,0,0
507740,0,0,0,1,0
507741,0,0,0,0,0
507742,0,0,0,0,0
507743,0,0,0,1,0
507744,1,1,0,1,0
507745,1,0,0,1,3
507746,0,1,0,1,0
507747,0,0,0,1,0
507748,0,0,0,0,0
507749,0,1,0,0,0
507750,1,1,0,0,1
507751,1,1,0,0,0
507752,0,0,0,0,0
507753,0,0,0,0,0
507754,0,0,0,0,0
507755,0,0,0,1,0
507756,0,1,0,1,0
507757,0,0,0,0,0
507758,0,0,0,0,0
507759,1,0,0,1,2
507760,0,1,0,0,0
507761,0,0,0,1,0
507762,0,0,0,0,0
507763,0,0,0,0,0
507764,0,0,0,1,0
507765,0,1,0,0,0
507766,0,1,0,0,0
507767,0,0,0,0,0
507768,0,1,0,1,0
507769,0,0,0,0,0
507770,0,0,0,0,0
507771,0,0,0,0,0
507772,0,0,0,1,0
507773,0,1,0,0,0
507774,0,0,0,1,0
507775,0,1,0,1,0
507776,0,0,0,0,0
507777,0,1,0,0,0
507778,0,0,0,1,0
507779,0,0,0,1,0
507780,0,0,0,1,0
507781,0,0,0,0,0
507782,1,0,0,1,0
507783,0,0,0,1,0
507784,0,0,0,1,0
507785,0,1,0,0,0
507786,1,0,0,1,1
507787,0,1,0,0,0
507788,0,0,0,1,0
507789,0,0,0,1,0
507790,0,1,0,1,0
507791,0,0,0,1,0
507792,1,1,0,0,0
507793,0,1,0,0,0
507794,0,0,0,0,0
507795,1,1,0,1,2
507796,0,0,0,0,0
507797,0,0,0,0,0
507798,0,0,0,0,0
507799,0,1,0,0,0
507800,1,0,0,0,0
507801,0,0,0,0,0
507802,0,0,0,0,0
507803,0,0,0,0,0
507804,0,1,0,0,0
507805,0,1,0,0,0
507806,1,1,0,1,3
507807,0,0,0,0,0
507808,1,0,0,1,1
507809,0,0,0,0,0
507810,0,0,0,0,0
507811,0,1,0,1,0
507812,1,0,0,0,1
507813,1,1,0,0,3
507814,1,1,0,1,1
507815,0,1,0,0,0
507816,0,0,0,0,0
507817,0,0,0,0,0
507818,0,0,0,0,0
507819,0,1,0,0,0
507820,0,0,0,0,0
507821,0,1,0,0,0
507822,0,0,0,0,0
507823,1,0,0,1,1
507824,0,0,0,1,0
507825,0,0,0,1,0
507826,0,0,0,1,0
507827,0,0,0,0,0
507828,0,1,0,0,0
507829,0,0,0,0,0
507830,0,0,0,0,0
507831,0,0,0,1,0
507832,0,1,0,1,0
507833,0,0,0,0,0
507834,0,0,0,1,0
507835,0,0,0,1,0
507836,0,0,0,0,0
507837,0,1,0,1,0
507838,1,0,0,0,0
507839,0,1,1,0,0
507840,0,0,0,0,0
507841,0,0,0,0,0
507842,0,0,0,0,0
507843,0,0,0,0,0
507844,0,1,0,0,0
507845,1,1,0,1,1
507846,0,1,0,0,0
507847,0,0,0,1,0
507848,1,1,0,0,1
507849,1,1,0,1,0
507850,0,0,0,0,0
507851,0,0,0,0,0
507852,0,1,0,1,0
507853,0,0,0,1,0
507854,0,0,0,0,0
507855,0,0,0,0,0
507856,0,0,0,0,0
507857,0,1,0,0,0
507858,1,0,0,0,1
507859,1,1,0,1,0
507860,0,0,0,1,0
507861,0,1,0,1,0
507862,0,0,0,0,0
507863,0,0,0,0,0
507864,0,0,0,1,0
507865,0,0,0,0,0
507866,0,1,1,0,0
507867,0,0,0,1,0
507868,1,0,0,0,0
507869,0,0,0,0,0
507870,0,0,0,0,0
507871,0,0,0,0,0
507872,0,0,0,0,0
507873,0,1,0,1,0
507874,1,1,0,1,0
507875,0,0,0,0,0
507876,0,0,0,0,0
507877,0,0,0,0,0
507878,0,0,0,1,0
507879,0,0,0,0,0
507880,0,1,0,0,0
507881,0,0,0,0,0
507882,0,0,0,0,0
507883,0,0,0,0,0
507884,0,0,0,0,0
507885,1,0,0,1,1
507886,1,0,0,1,2
507887,1,0,0,0,0
507888,0,0,0,0,0
507889,0,0,0,0,0
507890,0,0,0,0,0
507891,1,0,0,0,1
507892,0,0,0,1,0
507893,0,0,0,0,0
507894,1,1,0,1,3
507895,0,1,0,0,0
507896,0,0,0,0,0
507897,0,1,0,0,0
507898,1,1,0,0,1
507899,0,0,0,0,0
507900,0,0,0,1,0
507901,0,1,0,1,0
507902,0,0,0,0,0
507903,0,0,0,0,0
507904,0,0,0,0,0
507905,0,0,0,0,0
507906,0,1,0,0,0
507907,0,0,0,0,0
507908,0,0,0,1,0
507909,1,1,0,1,2
507910,0,0,0,0,0
507911,1,0,0,0,2
507912,0,0,0,0,0
507913,0,0,0,0,0
507914,1,1,0,1,2
507915,1,0,0,1,1
507916,0,0,1,0,0
507917,0,1,0,0,0
507918,0,0,0,1,0
507919,1,0,0,1,0
507920,0,0,0,1,0
507921,0,0,0,0,0
507922,0,0,0,0,0
507923,1,0,0,0,1
507924,0,0,0,0,0
507925,0,0,0,0,0
507926,0,0,0,0,0
507927,0,0,0,0,0
507928,1,1,0,1,1
507929,0,1,0,0,0
507930,0,0,0,0,0
507931,1,0,0,0,1
507932,0,0,0,0,0
507933,0,1,0,0,0
507934,0,0,0,0,0
507935,0,1,0,1,0
507936,0,0,0,0,0
507937,0,1,0,0,0
507938,0,0,0,0,0
507939,0,1,0,0,0
507940,0,0,0,0,0
507941,0,0,0,0,0
507942,0,0,0,0,0
507943,0,0,0,1,0
507944,0,1,0,0,0
507945,0,0,0,0,0
507946,0,0,0,1,0
507947,0,0,0,0,0
507948,0,1,0,0,0
507949,0,0,0,0,0
507950,0,1,0,1,0
507951,0,0,0,0,0
507952,1,0,0,1,1
507953,0,0,0,1,0
507954,1,1,0,0,1
507955,0,1,0,0,0
507956,0,1,0,0,0
507957,1,1,0,0,0
507958,1,1,0,1,2
507959,1,0,0,0,0
507960,0,0,0,1,0
507961,0,1,0,1,0
507962,0,0,0,1,0
507963,0,1,0,0,0
507964,0,1,0,1,0
507965,0,1,0,0,0
507966,0,0,0,0,0
507967,0,1,0,0,0
507968,1,0,0,1,1
507969,1,0,0,0,2
507970,1,1,0,0,0
507971,0,0,0,0,0
507972,1,0,0,1,0
507973,0,0,0,0,0
507974,0,1,0,1,0
507975,0,1,0,0,0
507976,0,1,0,1,0
507977,0,0,0,0,0
507978,0,0,0,1,0
507979,0,0,0,1,0
507980,1,1,0,0,1
507981,1,0,0,1,2
507982,0,1,0,0,0
507983,0,0,0,0,0
507984,0,1,0,0,0
507985,0,1,0,1,0
507986,0,0,0,0,0
507987,0,1,0,0,0
507988,0,0,0,0,0
507989,0,0,0,1,0
507990,0,0,0,0,0
507991,0,0,0,0,0
507992,0,0,0,1,0
507993,1,0,0,1,1
507994,0,0,0,1,0
507995,0,1,0,0,0
507996,0,1,0,1,0
507997,0,0,0,0,0
507998,1,0,0,0,2
507999,0,0,0,0,0
508000,0,0,0,1,0
508001,0,0,0,0,0
508002,0,0,0,0,0
508003,0,1,0,0,0
508004,0,0,0,0,0
508005,0,0,0,0,0
508006,0,1,0,0,0
508007,0,1,0,0,0
508008,0,0,0,0,0
508009,1,0,0,1,1
508010,0,0,0,0,0
508011,0,1,0,1,0
508012,0,0,0,0,0
508013,0,0,0,1,0
508014,0,0,1,0,0
508015,0,0,0,1,0
508016,0,0,0,0,0
508017,0,1,0,1,0
508018,0,0,0,0,0
508019,1,1,0,0,0
508020,0,0,0,0,0
508021,0,0,0,0,0
508022,0,0,0,0,0
508023,0,0,0,0,0
508024,0,1,0,0,0
508025,0,0,0,1,0
508026,1,0,0,1,1
508027,0,0,0,0,0
508028,0,0,0,1,0
508029,0,0,0,1,0
508030,1,1,0,1,4
508031,0,0,0,0,0
508032,0,1,0,0,0
508033,1,0,0,1,2
508034,0,1,0,0,0
508035,0,0,0,0,0
508036,0,0,1,1,0
508037,0,0,0,1,0
508038,0,1,0,0,0
508039,0,1,0,1,0
508040,1,1,0,1,2
508041,0,1,0,0,0
508042,0,0,0,0,0
508043,0,0,0,0,0
508044,0,0,0,1,0
508045,0,1,0,0,0
508046,0,0,0,1,0
508047,0,1,0,0,0
508048,0,0,0,0,0
508049,0,1,0,0,0
508050,0,0,0,0,0
508051,0,0,0,0,0
508052,1,0,0,0,0
508053,0,0,0,0,0
508054,0,0,0,0,0
508055,0,1,0,0,0
508056,0,0,0,0,0
508057,0,0,0,0,0
508058,0,0,0,0,0
508059,0,0,0,0,0
508060,0,1,0,0,0
508061,0,0,0,0,0
508062,0,1,0,0,0
508063,0,0,0,1,0
508064,0,1,0,0,0
508065,0,0,0,1,0
508066,0,1,0,0,0
508067,0,0,0,0,0
508068,0,1,0,0,0
508069,0,1,0,1,0
508070,0,1,0,1,0
508071,0,0,0,0,0
508072,0,0,0,0,0
508073,0,0,0,1,0
508074,0,0,0,0,0
508075,0,0,0,0,0
508076,0,0,0,0,0
508077,0,0,0,0,0
508078,0,0,0,0,0
508079,0,1,0,1,0
508080,0,0,0,0,0
508081,0,1,0,0,0
508082,0,1,0,0,0
508083,0,0,0,1,0
508084,0,0,0,0,0
508085,1,1,0,1,3
508086,0,0,0,0,0
508087,0,1,0,0,0
508088,0,0,0,0,0
508089,1,1,0,0,2
508090,0,0,0,0,0
508091,0,1,0,1,0
508092,0,1,0,0,0
508093,0,1,0,1,0
508094,0,0,0,0,0
508095,0,0,0,0,0
508096,0,1,0,0,0
508097,0,1,0,0,0
508098,0,0,0,0,0
508099,0,1,0,0,0
508100,0,1,0,0,0
508101,0,0,0,0,0
508102,0,0,0,0,0
508103,0,0,0,0,0
508104,0,0,0,1,0
508105,0,0,0,1,0
508106,0,0,0,0,0
508107,0,1,0,1,0
508108,0,1,0,1,0
508109,0,0,0,0,0
508110,1,1,0,1,0
508111,0,1,0,0,0
508112,0,1,0,0,0
508113,0,0,0,0,0
508114,0,1,0,0,0
508115,1,1,0,0,1
508116,0,0,0,1,0
508117,0,0,0,0,0
508118,0,0,0,1,0
508119,0,0,0,1,0
508120,0,0,0,1,0
508121,0,0,0,0,0
508122,0,0,0,0,0
508123,0,0,0,0,0
508124,0,0,0,0,0
508125,0,0,0,1,0
508126,0,1,0,0,0
508127,0,0,0,0,0
508128,0,0,0,0,0
508129,1,1,0,1,1
508130,1,0,0,0,0
508131,1,1,0,1,3
508132,0,1,0,1,0
508133,1,1,0,0,0
508134,0,0,0,0,0
508135,0,0,0,1,0
508136,0,0,0,0,0
508137,0,0,0,0,0
508138,1,1,0,0,0
508139,0,0,0,1,0
508140,0,0,0,0,0
508141,0,1,0,0,0
508142,0,0,0,0,0
508143,0,1,1,0,0
508144,0,0,0,0,0
508145,0,0,0,0,0
508146,0,0,0,0,0
508147,0,1,0,0,0
508148,1,0,0,1,0
508149,1,0,0,1,3
508150,1,0,0,0,1
508151,1,0,0,1,2
508152,1,1,0,1,0
508153,0,0,0,1,0
508154,0,0,0,1,0
508155,0,1,0,0,0
508156,0,0,0,0,0
508157,0,0,0,0,0
508158,0,1,0,1,0
508159,0,0,0,0,0
508160,0,0,0,0,0
508161,0,0,0,1,0
508162,0,0,0,0,0
508163,0,0,0,0,0
508164,0,0,0,1,0
508165,0,1,0,0,0
508166,0,0,0,0,0
508167,0,1,0,1,0
508168,0,0,0,0,0
508169,1,1,0,1,1
508170,0,1,0,1,0
508171,1,1,0,0,0
508172,0,1,0,1,0
508173,0,0,0,0,0
508174,0,0,0,1,0
508175,0,0,0,1,0
508176,0,0,1,0,0
508177,1,1,0,1,0
508178,1,1,0,0,1
508179,0,0,0,1,0
508180,1,0,0,1,4
508181,0,0,0,0,0
508182,0,0,0,1,0
508183,0,1,0,0,0
508184,0,0,0,1,0
508185,0,0,0,0,0
508186,0,1,0,0,0
508187,0,0,0,1,0
508188,0,0,0,1,0
508189,1,1,0,1,3
508190,0,0,0,1,0
508191,1,1,0,1,0
508192,0,0,0,1,0
508193,0,0,0,1,0
508194,0,1,0,0,0
508195,0,1,0,0,0
508196,0,0,0,1,0
508197,0,1,0,0,0
508198,0,0,0,1,0
508199,0,0,0,0,0
508200,0,1,0,1,0
508201,1,0,0,1,4
508202,0,0,0,1,0
508203,0,0,0,0,0
508204,0,0,0,0,0
508205,1,0,0,1,1
508206,1,0,0,0,2
508207,0,0,0,1,0
508208,1,1,0,0,0
508209,0,1,0,1,0
508210,1,1,0,1,2
508211,1,0,0,1,0
508212,0,1,0,0,0
508213,0,0,0,0,0
508214,0,0,0,0,0
508215,0,1,0,0,0
508216,0,1,0,0,0
508217,1,0,0,1,3
508218,0,0,0,0,0
508219,0,1,0,0,0
508220,0,1,0,0,0
508221,0,0,0,1,0
508222,0,1,0,0,0
508223,0,0,0,1,0
508224,0,0,0,1,0
508225,0,0,0,0,0
508226,0,0,0,0,0
508227,0,0,0,0,0
508228,0,1,0,0,0
508229,1,0,0,0,2
508230,0,0,0,1,0
508231,0,0,0,0,0
508232,0,1,0,0,0
508233,1,0,0,0,1
508234,0,0,0,0,0
508235,0,1,0,1,0
508236,0,1,0,0,0
508237,0,0,0,1,0
508238,0,0,0,1,0
508239,1,0,0,1,0
508240,0,0,0,0,0
508241,0,0,0,0,0
508242,0,0,0,1,0
508243,1,1,0,0,1
508244,0,1,0,0,0
508245,0,0,0,0,0
508246,0,0,0,0,0
508247,0,1,0,0,0
508248,0,0,0,0,0
508249,1,0,0,0,1
508250,0,1,0,1,0
508251,0,0,0,0,0
508252,0,1,0,0,0
508253,0,1,0,0,0
508254,0,0,0,0,0
508255,0,0,0,1,0
508256,0,1,0,0,0
508257,0,0,0,1,0
508258,0,1,0,0,0
508259,0,0,0,0,0
508260,0,0,0,0,0
508261,0,1,0,0,0
508262,0,0,0,0,0
508263,0,0,0,1,0
508264,0,0,0,0,0
508265,1,0,0,1,0
508266,0,0,0,1,0
508267,0,1,0,0,0
508268,1,0,0,0,0
508269,1,1,0,0,0
508270,1,1,0,1,3
508271,0,1,0,0,0
508272,0,1,0,0,0
508273,0,0,0,0,0
508274,0,0,0,0,0
508275,0,0,0,1,0
508276,0,1,0,0,0
508277,0,1,0,1,0
508278,0,1,0,0,0
508279,0,0,0,1,0
508280,0,0,0,0,0
508281,0,0,0,0,0
508282,0,0,0,0,0
508283,0,0,0,0,0
508284,0,1,1,0,0
508285,1,1,0,0,0
508286,0,0,0,1,0
508287,0,0,0,0,0
508288,0,0,0,0,0
508289,0,1,0,1,0
508290,1,1,0,1,1
508291,0,0,0,1,0
508292,0,1,0,1,0
508293,0,0,0,1,0
508294,0,0,0,0,0
508295,1,1,0,0,0
508296,0,0,0,0,0
508297,0,0,0,1,0
508298,0,1,0,0,0
508299,0,1,0,0,0
508300,0,0,0,0,0
508301,0,1,0,0,0
508302,0,0,0,0,0
508303,0,0,0,0,0
508304,0,0,0,1,0
508305,0,1,0,1,0
508306,0,0,0,0,0
508307,0,0,0,1,0
508308,0,1,0,0,0
508309,0,1,0,1,0
508310,0,1,0,1,0
508311,0,0,0,0,0
508312,0,0,0,0,0
508313,1,0,0,0,2
508314,0,0,0,0,0
508315,0,0,0,0,0
508316,0,0,0,0,0
508317,0,1,0,1,0
508318,0,0,0,1,0
508319,0,0,0,0,0
508320,0,0,0,1,0
508321,1,1,0,0,0
508322,1,1,0,1,1
508323,0,0,0,0,0
508324,0,0,1,0,0
508325,0,1,0,0,0
508326,0,1,0,0,0
508327,0,1,0,0,0
508328,0,0,0,0,0
508329,0,1,0,0,0
508330,0,1,0,0,0
508331,0,0,0,0,0
508332,0,1,0,0,0
508333,0,0,0,0,0
508334,0,0,0,1,0
508335,0,0,0,0,0
508336,0,1,0,0,0
508337,0,1,0,0,0
508338,0,0,0,0,0
508339,0,0,0,0,0
508340,1,0,0,0,0
508341,0,1,0,0,0
508342,0,0,0,0,0
508343,0,0,0,0,0
508344,0,0,0,0,0
508345,0,1,0,1,0
508346,0,0,0,0,0
508347,1,0,0,0,3
508348,1,1,0,0,2
508349,0,1,0,0,0
508350,0,0,0,0,0
508351,0,0,0,0,0
508352,1,1,0,0,0
508353,0,1,0,0,0
508354,0,0,0,1,0
508355,1,0,0,0,0
508356,0,0,0,0,0
508357,0,0,0,1,0
508358,0,0,0,0,0
508359,0,0,0,1,0
508360,0,0,0,0,0
508361,0,1,0,0,0
508362,0,0,0,0,0
508363,1,0,0,1,2
508364,0,1,0,0,0
508365,0,0,0,0,0
508366,0,0,1,0,0
508367,1,0,0,1,1
508368,1,1,0,1,2
508369,0,0,0,0,0
508370,0,1,0,0,0
508371,1,0,0,0,0
508372,1,0,0,1,2
508373,0,0,0,0,0
508374,1,0,0,1,1
508375,1,0,0,1,2
508376,0,0,0,0,0
508377,0,0,0,0,0
508378,1,0,0,1,2
508379,0,1,0,0,0
508380,1,0,0,1,0
508381,0,0,0,0,0
508382,0,0,0,0,0
508383,0,1,0,0,0
508384,0,0,0,1,0
508385,0,0,0,0,0
508386,0,0,0,0,0
508387,0,0,0,0,0
508388,0,0,0,1,0
508389,0,0,0,1,0
508390,0,0,0,1,0
508391,0,0,0,0,0
508392,0,0,0,0,0
508393,0,1,0,0,0
508394,0,0,0,1,0
508395,0,1,0,1,0
508396,1,1,0,1,0
508397,0,1,0,0,0
508398,0,0,0,0,0
508399,0,0,0,0,0
508400,0,0,0,0,0
508401,1,1,0,0,2
508402,0,1,0,1,0
508403,0,0,0,0,0
508404,0,1,0,0,0
508405,0,1,0,0,0
508406,0,0,0,1,0
508407,1,1,0,1,0
508408,0,0,0,0,0
508409,0,1,0,0,0
508410,0,1,0,1,0
508411,1,0,0,0,1
508412,0,0,0,1,0
508413,0,1,0,1,0
508414,1,1,0,1,0
508415,0,0,0,1,0
508416,1,1,0,0,0
508417,0,1,0,1,0
508418,1,0,0,1,1
508419,0,1,0,0,0
508420,0,0,0,0,0
508421,0,1,0,0,0
508422,0,0,0,1,0
508423,0,1,0,1,0
508424,0,1,0,0,0
508425,0,0,0,1,0
508426,0,0,0,0,0
508427,0,0,0,0,0
508428,0,0,0,0,0
508429,0,0,0,0,0
508430,0,0,0,0,0
508431,0,1,0,0,0
508432,0,0,0,0,0
508433,0,1,0,1,0
508434,0,0,0,0,0
508435,0,0,0,0,0
508436,0,0,0,0,0
508437,0,0,0,0,0
508438,0,0,0,1,0
508439,0,0,0,1,0
508440,0,0,0,0,0
508441,0,1,0,0,0
508442,0,1,0,0,0
508443,0,0,0,0,0
508444,0,1,0,0,0
508445,0,0,0,0,0
508446,1,0,0,0,0
508447,0,0,0,1,0
508448,0,0,0,0,0
508449,0,0,0,1,0
508450,0,0,0,0,0
