user_id,assignment_time,experiment_group,channel,device_type,source_intent,age_band
511962,2026-01-13 13:20:00,control,paid_social,Android,mid_intent,18-24
511963,2026-03-12 21:42:00,treatment,referral,iOS,high_intent,45+
511964,2026-02-15 17:49:00,treatment,referral,iOS,high_intent,18-24
511965,2026-02-17 13:01:00,control,content_seo,iOS,high_intent,35-44
511966,2026-03-01 12:26:00,control,app_store,Android,mid_intent,35-44
511967,2026-02-08 18:07:00,control,offline_broker,iOS,low_intent,25-34
511968,2026-02-04 21:02:00,control,paid_social,iOS,high_intent,18-24
511969,2026-02-22 10:42:00,control,offline_broker,Android,mid_intent,35-44
511970,2026-01-09 16:45:00,treatment,referral,Android,mid_intent,35-44
511971,2026-01-11 00:02:00,control,app_store,Android,low_intent,25-34
511972,2026-02-06 12:37:00,treatment,offline_broker,Android,high_intent,18-24
511973,2026-01-23 03:17:00,treatment,offline_broker,iOS,mid_intent,25-34
511974,2026-02-24 08:10:00,treatment,app_store,iOS,low_intent,25-34
511975,2026-02-15 17:35:00,treatment,offline_broker,iOS,mid_intent,25-34
511976,2026-01-07 09:49:00,treatment,content_seo,iOS,low_intent,25-34
511977,2026-01-21 06:53:00,treatment,app_store,iOS,high_intent,45+
511978,2026-02-03 05:17:00,treatment,app_store,iOS,mid_intent,35-44
511979,2026-01-31 03:16:00,control,paid_social,iOS,mid_intent,18-24
511980,2026-02-08 23:13:00,treatment,content_seo,iOS,high_intent,45+
511981,2026-02-22 00:24:00,control,app_store,Android,high_intent,18-24
511982,2026-02-27 11:19:00,control,app_store,Android,low_intent,18-24
511983,2026-01-05 03:51:00,control,app_store,iOS,mid_intent,25-34
511984,2026-01-24 01:38:00,treatment,content_seo,Android,high_intent,45+
511985,2026-02-06 20:44:00,control,paid_social,Android,high_intent,25-34
511986,2026-01-24 22:52:00,treatment,content_seo,iOS,low_intent,25-34
511987,2026-01-19 15:50:00,control,referral,Android,low_intent,25-34
511988,2026-01-30 04:49:00,control,offline_broker,iOS,mid_intent,35-44
511989,2026-03-11 20:34:00,control,paid_social,Android,mid_intent,35-44
511990,2026-03-08 11:04:00,treatment,offline_broker,Android,mid_intent,35-44
511991,2026-03-09 04:41:00,treatment,offline_broker,Android,mid_intent,35-44
511992,2026-02-22 19:30:00,treatment,referral,iOS,high_intent,45+
511993,2026-01-23 07:45:00,treatment,app_store,iOS,low_intent,35-44
511994,2026-01-10 09:56:00,treatment,app_store,iOS,mid_intent,18-24
511995,2026-03-07 16:58:00,treatment,app_store,Android,high_intent,25-34
511996,2026-01-01 19:33:00,treatment,referral,Android,low_intent,25-34
511997,2026-01-14 16:42:00,control,content_seo,iOS,mid_intent,45+
511998,2026-02-26 13:10:00,treatment,paid_social,iOS,mid_intent,25-34
511999,2026-01-23 00:14:00,treatment,app_store,iOS,mid_intent,45+
512000,2026-02-10 10:15:00,treatment,app_store,Android,mid_intent,18-24
512001,2026-02-15 12:13:00,treatment,referral,Android,high_intent,45+
512002,2026-02-10 11:29:00,control,referral,Android,high_intent,35-44
512003,2026-02-26 08:20:00,treatment,paid_social,Android,mid_intent,45+
512004,2026-01-06 23:19:00,treatment,app_store,Android,low_intent,35-44
512005,2026-03-02 13:52:00,treatment,referral,Android,high_intent,25-34
512006,2026-01-07 12:57:00,treatment,app_store,iOS,low_intent,45+
512007,2026-01-02 05:48:00,control,referral,Android,high_intent,18-24
512008,2026-01-11 05:45:00,control,offline_broker,Android,mid_intent,25-34
512009,2026-01-18 13:46:00,control,referral,iOS,mid_intent,25-34
512010,2026-02-15 17:47:00,control,paid_social,iOS,mid_intent,25-34
512011,2026-02-27 12:54:00,treatment,content_seo,iOS,low_intent,25-34
512012,2026-02-02 04:18:00,treatment,app_store,Android,low_intent,25-34
512013,2026-01-22 20:40:00,treatment,content_seo,Android,low_intent,25-34
512014,2026-01-01 05:41:00,control,app_store,Android,mid_intent,35-44
512015,2026-01-06 19:23:00,treatment,paid_social,Android,high_intent,25-34
512016,2026-03-02 20:29:00,treatment,offline_broker,iOS,low_intent,25-34
512017,2026-03-16 10:14:00,control,content_seo,iOS,high_intent,25-34
512018,2026-02-24 16:33:00,treatment,paid_social,iOS,mid_intent,25-34
512019,2026-02-22 13:23:00,treatment,app_store,iOS,mid_intent,18-24
512020,2026-03-08 15:35:00,treatment,content_seo,iOS,high_intent,25-34
512021,2026-03-01 14:13:00,treatment,app_store,iOS,mid_intent,45+
512022,2026-01-17 13:40:00,control,app_store,Android,mid_intent,18-24
512023,2026-02-20 19:07:00,control,app_store,iOS,low_intent,35-44
512024,2026-01-25 19:55:00,control,app_store,Android,mid_intent,25-34
512025,2026-02-13 03:52:00,control,app_store,iOS,mid_intent,25-34
512026,2026-01-06 03:50:00,treatment,paid_social,Android,high_intent,35-44
512027,2026-02-03 00:29:00,control,app_store,Android,low_intent,18-24
512028,2026-02-25 06:12:00,treatment,paid_social,Android,mid_intent,45+
512029,2026-02-08 12:45:00,control,app_store,iOS,high_intent,35-44
512030,2026-02-26 00:44:00,treatment,app_store,iOS,mid_intent,25-34
512031,2026-01-25 09:23:00,treatment,app_store,iOS,high_intent,35-44
512032,2026-02-14 15:29:00,treatment,offline_broker,iOS,high_intent,35-44
512033,2026-02-02 12:53:00,treatment,paid_social,Android,low_intent,18-24
512034,2026-03-06 09:05:00,control,app_store,Android,mid_intent,18-24
512035,2026-02-26 16:41:00,control,content_seo,Android,mid_intent,25-34
512036,2026-02-07 12:33:00,treatment,referral,iOS,mid_intent,25-34
512037,2026-02-18 19:11:00,treatment,paid_social,Android,mid_intent,18-24
512038,2026-01-16 10:16:00,treatment,paid_social,iOS,mid_intent,18-24
512039,2026-01-03 11:27:00,treatment,content_seo,iOS,low_intent,25-34
512040,2026-03-14 18:36:00,treatment,content_seo,Android,low_intent,25-34
512041,2026-01-05 06:42:00,treatment,app_store,Android,mid_intent,25-34
512042,2026-01-23 05:42:00,control,referral,iOS,mid_intent,18-24
512043,2026-02-07 04:28:00,control,offline_broker,Android,mid_intent,25-34
512044,2026-01-22 01:16:00,treatment,paid_social,iOS,high_intent,35-44
512045,2026-01-12 22:09:00,control,app_store,iOS,mid_intent,25-34
512046,2026-02-03 09:02:00,treatment,referral,iOS,low_intent,25-34
512047,2026-02-28 23:48:00,control,app_store,iOS,mid_intent,18-24
512048,2026-03-09 06:49:00,control,offline_broker,Android,mid_intent,25-34
512049,2026-02-22 23:13:00,control,referral,Android,high_intent,45+
512050,2026-02-07 05:55:00,treatment,app_store,iOS,mid_intent,25-34
512051,2026-01-21 19:44:00,control,offline_broker,iOS,mid_intent,18-24
512052,2026-01-30 21:08:00,treatment,referral,iOS,mid_intent,25-34
512053,2026-03-16 17:32:00,treatment,app_store,Android,mid_intent,25-34
512054,2026-01-21 20:41:00,control,content_seo,iOS,mid_intent,18-24
512055,2026-01-13 06:26:00,control,offline_broker,iOS,low_intent,25-34
512056,2026-02-15 04:37:00,control,referral,iOS,mid_intent,35-44
512057,2026-01-12 15:57:00,control,offline_broker,iOS,high_intent,25-34
512058,2026-01-08 10:34:00,control,referral,iOS,mid_intent,18-24
512059,2026-01-14 22:53:00,control,paid_social,iOS,mid_intent,45+
512060,2026-02-02 20:21:00,control,referral,iOS,low_intent,35-44
512061,2026-02-13 07:31:00,control,offline_broker,Android,low_intent,25-34
512062,2026-03-09 07:39:00,control,referral,iOS,mid_intent,25-34
512063,2026-02-19 18:31:00,control,paid_social,Android,mid_intent,18-24
512064,2026-01-16 19:48:00,treatment,paid_social,iOS,mid_intent,25-34
512065,2026-03-01 03:07:00,treatment,app_store,Android,high_intent,25-34
512066,2026-01-22 21:50:00,treatment,paid_social,Android,mid_intent,35-44
512067,2026-01-03 04:12:00,treatment,referral,iOS,high_intent,25-34
512068,2026-01-23 11:20:00,control,offline_broker,iOS,high_intent,35-44
512069,2026-03-12 22:45:00,control,content_seo,Android,low_intent,18-24
512070,2026-01-17 16:05:00,treatment,app_store,iOS,mid_intent,18-24
512071,2026-03-14 14:17:00,treatment,content_seo,iOS,high_intent,25-34
512072,2026-01-05 03:32:00,treatment,paid_social,iOS,mid_intent,35-44
512073,2026-01-12 09:24:00,treatment,paid_social,iOS,mid_intent,18-24
512074,2026-02-10 14:13:00,control,app_store,iOS,mid_intent,18-24
512075,2026-03-05 11:47:00,control,paid_social,Android,high_intent,25-34
512076,2026-02-20 03:57:00,control,offline_broker,Android,low_intent,35-44
512077,2026-03-11 07:02:00,treatment,referral,iOS,mid_intent,45+
512078,2026-03-09 17:14:00,control,content_seo,Android,mid_intent,45+
512079,2026-01-10 03:57:00,control,paid_social,iOS,mid_intent,25-34
512080,2026-03-12 06:29:00,treatment,paid_social,Android,mid_intent,45+
512081,2026-03-03 23:45:00,control,app_store,Android,mid_intent,35-44
512082,2026-02-12 22:43:00,treatment,app_store,Android,mid_intent,18-24
512083,2026-03-12 04:32:00,treatment,offline_broker,iOS,mid_intent,35-44
512084,2026-01-09 23:34:00,treatment,app_store,iOS,mid_intent,45+
512085,2026-01-27 22:54:00,control,content_seo,Android,mid_intent,25-34
512086,2026-01-29 22:07:00,control,app_store,iOS,mid_intent,25-34
512087,2026-03-07 20:50:00,treatment,offline_broker,Android,low_intent,35-44
512088,2026-01-16 05:27:00,control,app_store,iOS,mid_intent,45+
512089,2026-01-20 18:33:00,control,app_store,iOS,mid_intent,35-44
512090,2026-02-06 12:49:00,treatment,content_seo,iOS,high_intent,35-44
512091,2026-01-31 01:12:00,control,paid_social,iOS,high_intent,35-44
512092,2026-02-17 08:24:00,control,content_seo,iOS,mid_intent,35-44
512093,2026-01-17 14:08:00,control,paid_social,iOS,low_intent,35-44
512094,2026-02-08 21:44:00,treatment,offline_broker,Android,low_intent,35-44
512095,2026-03-09 15:02:00,control,referral,Android,mid_intent,18-24
512096,2026-02-05 20:49:00,treatment,paid_social,iOS,mid_intent,25-34
512097,2026-03-02 01:36:00,treatment,app_store,iOS,mid_intent,35-44
512098,2026-01-10 10:24:00,treatment,referral,iOS,low_intent,25-34
512099,2026-01-19 03:08:00,treatment,content_seo,Android,high_intent,35-44
512100,2026-02-26 12:42:00,control,app_store,Android,mid_intent,35-44
512101,2026-01-26 20:58:00,control,referral,Android,mid_intent,35-44
512102,2026-01-29 13:27:00,treatment,referral,iOS,high_intent,35-44
512103,2026-03-01 06:43:00,treatment,app_store,Android,low_intent,35-44
512104,2026-01-22 05:26:00,treatment,paid_social,Android,high_intent,18-24
512105,2026-01-30 13:39:00,control,paid_social,Android,low_intent,35-44
512106,2026-02-08 15:20:00,treatment,content_seo,Android,low_intent,18-24
512107,2026-01-22 18:04:00,control,offline_broker,iOS,mid_intent,35-44
512108,2026-01-02 11:57:00,control,paid_social,Android,low_intent,18-24
512109,2026-03-08 19:22:00,control,referral,iOS,mid_intent,18-24
512110,2026-02-19 10:11:00,control,offline_broker,iOS,high_intent,25-34
512111,2026-03-07 12:31:00,treatment,app_store,iOS,low_intent,35-44
512112,2026-02-16 05:47:00,treatment,app_store,iOS,mid_intent,25-34
512113,2026-03-06 12:26:00,treatment,app_store,Android,low_intent,18-24
512114,2026-03-05 02:54:00,control,app_store,iOS,mid_intent,25-34
512115,2026-01-21 13:51:00,treatment,app_store,Android,mid_intent,18-24
512116,2026-02-17 10:18:00,control,paid_social,Android,high_intent,45+
512117,2026-01-15 12:51:00,treatment,paid_social,Android,low_intent,25-34
512118,2026-02-03 09:45:00,control,paid_social,Android,low_intent,18-24
512119,2026-02-27 18:39:00,control,paid_social,Android,mid_intent,25-34
512120,2026-02-04 18:44:00,control,referral,iOS,high_intent,35-44
512121,2026-03-06 03:03:00,treatment,paid_social,Android,low_intent,25-34
512122,2026-01-01 00:43:00,treatment,paid_social,Android,mid_intent,25-34
512123,2026-02-03 10:02:00,control,referral,Android,low_intent,25-34
512124,2026-03-06 18:55:00,control,paid_social,iOS,low_intent,25-34
512125,2026-01-28 08:44:00,control,offline_broker,Android,high_intent,18-24
512126,2026-02-10 16:48:00,treatment,offline_broker,iOS,mid_intent,25-34
512127,2026-01-13 12:29:00,control,app_store,iOS,low_intent,45+
512128,2026-01-31 21:34:00,treatment,content_seo,iOS,mid_intent,25-34
512129,2026-01-27 12:45:00,control,paid_social,Android,low_intent,35-44
512130,2026-02-19 10:04:00,control,offline_broker,iOS,low_intent,25-34
512131,2026-02-07 10:54:00,treatment,referral,Android,mid_intent,25-34
512132,2026-01-19 19:56:00,control,referral,Android,high_intent,18-24
512133,2026-02-27 17:10:00,treatment,referral,iOS,mid_intent,18-24
512134,2026-02-09 10:02:00,treatment,referral,Android,mid_intent,25-34
512135,2026-03-01 10:17:00,treatment,paid_social,iOS,mid_intent,25-34
512136,2026-03-06 02:25:00,treatment,app_store,Android,low_intent,25-34
512137,2026-02-09 12:51:00,treatment,paid_social,iOS,mid_intent,25-34
512138,2026-02-25 11:45:00,treatment,referral,iOS,mid_intent,25-34
512139,2026-01-19 19:28:00,treatment,content_seo,Android,mid_intent,35-44
512140,2026-02-24 22:57:00,control,paid_social,iOS,high_intent,35-44
512141,2026-01-29 23:02:00,control,offline_broker,iOS,high_intent,45+
512142,2026-01-21 10:18:00,treatment,offline_broker,iOS,high_intent,25-34
512143,2026-01-27 05:40:00,control,paid_social,iOS,mid_intent,45+
512144,2026-02-18 02:14:00,control,app_store,Android,low_intent,45+
512145,2026-01-24 12:23:00,control,paid_social,iOS,mid_intent,25-34
512146,2026-02-14 22:51:00,treatment,referral,Android,low_intent,45+
512147,2026-02-11 20:59:00,treatment,referral,Android,high_intent,45+
512148,2026-02-15 10:29:00,treatment,paid_social,iOS,mid_intent,45+
512149,2026-01-02 10:41:00,treatment,offline_broker,iOS,low_intent,18-24
512150,2026-02-21 09:07:00,treatment,paid_social,Android,mid_intent,25-34
512151,2026-02-08 07:30:00,control,paid_social,Android,low_intent,25-34
512152,2026-02-23 03:11:00,control,content_seo,Android,mid_intent,18-24
512153,2026-02-07 19:58:00,treatment,referral,Android,high_intent,25-34
512154,2026-01-13 11:48:00,treatment,offline_broker,Android,low_intent,18-24
512155,2026-03-12 17:49:00,treatment,offline_broker,Android,low_intent,25-34
512156,2026-01-26 22:59:00,control,offline_broker,iOS,mid_intent,35-44
512157,2026-02-07 14:01:00,treatment,offline_broker,Android,mid_intent,18-24
512158,2026-03-13 18:39:00,control,paid_social,Android,high_intent,25-34
512159,2026-01-29 01:27:00,control,offline_broker,iOS,high_intent,35-44
512160,2026-01-02 06:46:00,control,paid_social,iOS,mid_intent,35-44
512161,2026-01-08 20:50:00,treatment,app_store,iOS,mid_intent,25-34
512162,2026-02-19 10:10:00,treatment,paid_social,iOS,mid_intent,45+
512163,2026-03-13 05:17:00,treatment,content_seo,iOS,mid_intent,45+
512164,2026-02-11 12:58:00,treatment,content_seo,Android,high_intent,45+
512165,2026-03-08 15:41:00,control,app_store,Android,mid_intent,45+
512166,2026-03-09 21:11:00,treatment,offline_broker,iOS,high_intent,35-44
512167,2026-03-11 07:31:00,treatment,referral,iOS,low_intent,35-44
512168,2026-01-13 06:36:00,control,app_store,iOS,mid_intent,35-44
512169,2026-02-14 06:30:00,control,referral,iOS,high_intent,25-34
512170,2026-01-23 04:49:00,treatment,content_seo,iOS,low_intent,25-34
512171,2026-03-05 02:15:00,control,app_store,Android,low_intent,25-34
512172,2026-01-12 04:54:00,control,app_store,Android,high_intent,25-34
512173,2026-01-05 14:21:00,treatment,paid_social,Android,high_intent,35-44
512174,2026-01-26 08:02:00,treatment,paid_social,iOS,mid_intent,45+
512175,2026-02-01 20:37:00,treatment,referral,iOS,mid_intent,25-34
512176,2026-01-11 01:38:00,treatment,offline_broker,Android,high_intent,18-24
512177,2026-01-08 17:31:00,control,app_store,Android,mid_intent,45+
512178,2026-02-12 15:59:00,treatment,offline_broker,iOS,mid_intent,18-24
512179,2026-01-18 09:02:00,control,app_store,Android,low_intent,35-44
512180,2026-03-01 04:47:00,treatment,offline_broker,iOS,mid_intent,25-34
512181,2026-02-04 17:16:00,treatment,app_store,Android,mid_intent,25-34
512182,2026-01-13 22:02:00,control,app_store,iOS,mid_intent,25-34
512183,2026-02-12 09:50:00,treatment,paid_social,iOS,mid_intent,18-24
512184,2026-01-08 07:58:00,treatment,app_store,iOS,high_intent,35-44
512185,2026-01-16 22:35:00,control,referral,iOS,mid_intent,18-24
512186,2026-01-28 04:36:00,control,referral,iOS,high_intent,25-34
512187,2026-01-31 09:20:00,control,app_store,Android,mid_intent,35-44
512188,2026-01-15 11:54:00,control,offline_broker,Android,mid_intent,35-44
512189,2026-02-19 08:04:00,control,paid_social,Android,low_intent,35-44
512190,2026-01-21 12:12:00,control,app_store,Android,high_intent,45+
512191,2026-03-11 00:59:00,treatment,referral,iOS,mid_intent,25-34
512192,2026-01-30 10:01:00,treatment,paid_social,iOS,mid_intent,25-34
512193,2026-03-03 13:10:00,treatment,app_store,iOS,mid_intent,18-24
512194,2026-02-04 13:34:00,treatment,paid_social,iOS,low_intent,35-44
512195,2026-01-12 08:18:00,treatment,referral,Android,mid_intent,25-34
512196,2026-01-05 03:49:00,treatment,app_store,Android,low_intent,18-24
512197,2026-01-31 12:09:00,treatment,offline_broker,Android,high_intent,35-44
512198,2026-01-21 20:43:00,control,paid_social,Android,mid_intent,35-44
512199,2026-02-24 10:53:00,treatment,paid_social,Android,high_intent,25-34
512200,2026-01-11 01:00:00,control,offline_broker,iOS,mid_intent,35-44
512201,2026-02-07 01:58:00,control,app_store,Android,mid_intent,25-34
512202,2026-03-05 10:37:00,treatment,content_seo,iOS,low_intent,25-34
512203,2026-02-27 03:21:00,treatment,paid_social,iOS,low_intent,35-44
512204,2026-03-04 07:41:00,control,paid_social,iOS,high_intent,25-34
512205,2026-01-22 13:09:00,control,referral,Android,mid_intent,35-44
512206,2026-02-08 18:27:00,control,paid_social,iOS,low_intent,18-24
512207,2026-01-12 07:14:00,control,offline_broker,Android,mid_intent,18-24
512208,2026-01-19 01:11:00,treatment,app_store,Android,low_intent,18-24
512209,2026-02-16 05:40:00,control,content_seo,iOS,high_intent,35-44
512210,2026-01-13 01:34:00,control,offline_broker,Android,high_intent,45+
512211,2026-02-23 22:35:00,control,offline_broker,Android,low_intent,35-44
512212,2026-01-27 11:57:00,treatment,offline_broker,iOS,high_intent,25-34
512213,2026-01-21 00:39:00,control,offline_broker,Android,high_intent,25-34
512214,2026-02-18 16:38:00,control,app_store,iOS,low_intent,25-34
512215,2026-02-27 04:47:00,treatment,paid_social,Android,low_intent,25-34
512216,2026-01-31 21:24:00,treatment,offline_broker,Android,high_intent,18-24
512217,2026-02-23 09:19:00,treatment,content_seo,iOS,mid_intent,18-24
512218,2026-03-13 03:34:00,treatment,referral,iOS,mid_intent,25-34
512219,2026-03-03 16:16:00,control,app_store,iOS,mid_intent,25-34
512220,2026-01-17 15:01:00,control,paid_social,Android,low_intent,35-44
512221,2026-03-04 22:32:00,treatment,paid_social,Android,high_intent,35-44
512222,2026-01-19 05:08:00,control,content_seo,Android,low_intent,35-44
512223,2026-01-26 16:00:00,control,content_seo,iOS,low_intent,35-44
512224,2026-01-05 15:44:00,control,referral,Android,high_intent,25-34
512225,2026-02-26 05:02:00,control,paid_social,iOS,mid_intent,18-24
512226,2026-01-02 03:19:00,treatment,content_seo,iOS,mid_intent,25-34
512227,2026-02-25 07:55:00,control,app_store,iOS,high_intent,25-34
512228,2026-02-12 14:30:00,control,app_store,iOS,mid_intent,35-44
512229,2026-02-03 14:33:00,control,offline_broker,iOS,high_intent,25-34
512230,2026-01-09 15:20:00,control,referral,Android,low_intent,45+
512231,2026-02-21 19:20:00,control,content_seo,iOS,low_intent,35-44
512232,2026-01-05 21:57:00,treatment,offline_broker,Android,high_intent,45+
512233,2026-01-07 11:59:00,treatment,paid_social,iOS,high_intent,35-44
512234,2026-03-14 21:40:00,control,content_seo,Android,low_intent,45+
512235,2026-02-27 07:56:00,treatment,paid_social,iOS,mid_intent,25-34
512236,2026-01-04 00:45:00,control,paid_social,Android,low_intent,35-44
512237,2026-02-13 07:55:00,control,offline_broker,Android,mid_intent,25-34
512238,2026-01-20 18:35:00,treatment,paid_social,Android,mid_intent,25-34
512239,2026-02-22 17:39:00,control,app_store,Android,low_intent,25-34
512240,2026-03-12 01:38:00,treatment,app_store,Android,low_intent,25-34
512241,2026-02-08 16:04:00,control,content_seo,Android,mid_intent,25-34
512242,2026-02-07 10:26:00,treatment,paid_social,iOS,mid_intent,35-44
512243,2026-02-19 03:31:00,control,app_store,iOS,low_intent,18-24
512244,2026-01-02 22:10:00,control,paid_social,iOS,high_intent,18-24
512245,2026-01-11 10:26:00,treatment,app_store,iOS,mid_intent,18-24
512246,2026-02-14 22:06:00,control,referral,Android,high_intent,25-34
512247,2026-03-03 21:37:00,treatment,paid_social,Android,mid_intent,35-44
512248,2026-01-22 05:32:00,control,app_store,Android,mid_intent,18-24
512249,2026-01-23 01:52:00,treatment,paid_social,Android,high_intent,18-24
512250,2026-02-18 15:54:00,control,referral,Android,mid_intent,35-44
512251,2026-03-03 18:59:00,control,app_store,iOS,mid_intent,25-34
512252,2026-02-22 19:52:00,control,app_store,Android,mid_intent,35-44
512253,2026-03-11 13:40:00,treatment,offline_broker,iOS,mid_intent,35-44
512254,2026-01-31 12:46:00,control,paid_social,iOS,mid_intent,25-34
512255,2026-01-29 20:47:00,control,content_seo,iOS,low_intent,25-34
512256,2026-01-14 20:04:00,treatment,paid_social,Android,high_intent,45+
512257,2026-03-15 00:13:00,control,paid_social,Android,high_intent,25-34
512258,2026-01-14 21:56:00,control,paid_social,Android,high_intent,18-24
512259,2026-02-04 08:13:00,control,app_store,Android,low_intent,25-34
512260,2026-02-12 02:17:00,treatment,referral,Android,mid_intent,35-44
512261,2026-01-24 16:12:00,treatment,paid_social,Android,high_intent,25-34
512262,2026-02-21 14:49:00,treatment,paid_social,Android,low_intent,25-34
512263,2026-01-07 03:29:00,treatment,content_seo,Android,high_intent,35-44
512264,2026-02-15 01:36:00,treatment,offline_broker,Android,high_intent,45+
512265,2026-02-10 06:21:00,treatment,referral,iOS,low_intent,25-34
512266,2026-02-13 21:58:00,treatment,content_seo,Android,mid_intent,25-34
512267,2026-02-01 03:33:00,control,app_store,iOS,mid_intent,35-44
512268,2026-01-23 02:36:00,treatment,paid_social,Android,mid_intent,25-34
512269,2026-02-28 09:20:00,control,content_seo,Android,high_intent,25-34
512270,2026-01-09 22:02:00,control,referral,iOS,high_intent,35-44
512271,2026-02-18 08:13:00,treatment,paid_social,Android,low_intent,18-24
512272,2026-01-12 23:42:00,treatment,content_seo,iOS,high_intent,45+
512273,2026-02-27 23:16:00,control,paid_social,Android,mid_intent,25-34
512274,2026-01-19 16:37:00,treatment,offline_broker,Android,high_intent,18-24
512275,2026-01-09 14:27:00,treatment,referral,iOS,high_intent,25-34
512276,2026-03-10 02:43:00,control,referral,iOS,mid_intent,35-44
512277,2026-01-10 04:25:00,treatment,referral,iOS,high_intent,25-34
512278,2026-02-06 19:00:00,treatment,referral,iOS,high_intent,25-34
512279,2026-01-15 13:13:00,treatment,content_seo,Android,mid_intent,25-34
512280,2026-02-11 10:34:00,treatment,paid_social,iOS,high_intent,25-34
512281,2026-03-04 23:40:00,treatment,paid_social,Android,mid_intent,25-34
512282,2026-01-23 19:49:00,treatment,paid_social,iOS,mid_intent,35-44
512283,2026-02-21 22:45:00,control,referral,Android,mid_intent,18-24
512284,2026-01-21 14:59:00,control,app_store,iOS,low_intent,35-44
512285,2026-03-10 00:08:00,treatment,content_seo,iOS,mid_intent,25-34
512286,2026-01-31 12:10:00,control,content_seo,iOS,high_intent,18-24
512287,2026-03-06 03:42:00,control,content_seo,Android,mid_intent,25-34
512288,2026-01-09 18:41:00,control,app_store,iOS,low_intent,18-24
512289,2026-01-24 11:51:00,treatment,paid_social,Android,low_intent,25-34
512290,2026-02-13 01:19:00,control,referral,Android,low_intent,25-34
512291,2026-01-10 22:56:00,treatment,app_store,iOS,high_intent,25-34
512292,2026-02-16 09:45:00,treatment,offline_broker,iOS,high_intent,45+
512293,2026-01-14 06:41:00,control,referral,Android,low_intent,25-34
512294,2026-02-21 21:11:00,control,offline_broker,Android,mid_intent,18-24
512295,2026-03-14 04:51:00,treatment,paid_social,iOS,high_intent,18-24
512296,2026-02-25 11:06:00,treatment,content_seo,Android,mid_intent,25-34
512297,2026-03-01 22:25:00,control,offline_broker,Android,mid_intent,45+
512298,2026-03-06 00:19:00,treatment,paid_social,Android,mid_intent,25-34
512299,2026-02-17 10:31:00,treatment,paid_social,iOS,low_intent,25-34
512300,2026-01-13 19:06:00,treatment,app_store,Android,low_intent,45+
512301,2026-03-08 18:22:00,treatment,paid_social,iOS,mid_intent,18-24
512302,2026-01-30 17:15:00,control,app_store,iOS,mid_intent,25-34
512303,2026-03-13 17:28:00,control,referral,Android,high_intent,18-24
512304,2026-02-20 07:23:00,control,offline_broker,Android,high_intent,35-44
512305,2026-02-07 04:33:00,control,offline_broker,Android,mid_intent,25-34
512306,2026-02-08 03:35:00,treatment,app_store,iOS,high_intent,25-34
512307,2026-02-08 13:26:00,control,paid_social,iOS,mid_intent,25-34
512308,2026-02-04 21:22:00,treatment,app_store,Android,low_intent,35-44
512309,2026-02-11 04:54:00,treatment,content_seo,iOS,low_intent,45+
512310,2026-03-15 23:30:00,control,paid_social,iOS,mid_intent,25-34
512311,2026-02-21 03:14:00,treatment,app_store,Android,low_intent,25-34
512312,2026-03-03 12:43:00,treatment,referral,iOS,mid_intent,35-44
512313,2026-01-29 02:50:00,treatment,app_store,Android,mid_intent,35-44
512314,2026-02-20 20:17:00,control,app_store,Android,high_intent,25-34
512315,2026-03-16 03:31:00,treatment,paid_social,iOS,mid_intent,35-44
512316,2026-03-08 19:50:00,treatment,paid_social,iOS,low_intent,35-44
512317,2026-01-07 09:10:00,control,content_seo,iOS,high_intent,35-44
512318,2026-02-28 06:58:00,control,referral,iOS,mid_intent,25-34
512319,2026-02-07 10:01:00,treatment,app_store,Android,mid_intent,35-44
512320,2026-02-25 19:56:00,control,referral,Android,mid_intent,35-44
512321,2026-02-04 17:32:00,control,paid_social,Android,mid_intent,25-34
512322,2026-01-09 00:20:00,control,content_seo,Android,high_intent,25-34
512323,2026-02-06 10:35:00,treatment,offline_broker,Android,mid_intent,35-44
512324,2026-03-01 17:41:00,control,offline_broker,iOS,mid_intent,25-34
512325,2026-03-04 16:20:00,control,paid_social,iOS,mid_intent,25-34
512326,2026-03-14 09:26:00,control,offline_broker,iOS,high_intent,25-34
512327,2026-02-17 16:32:00,control,app_store,Android,mid_intent,25-34
512328,2026-03-16 14:29:00,treatment,paid_social,Android,low_intent,35-44
512329,2026-01-09 18:38:00,treatment,app_store,Android,mid_intent,25-34
512330,2026-02-28 10:56:00,control,referral,iOS,mid_intent,18-24
512331,2026-01-24 15:20:00,control,paid_social,Android,high_intent,25-34
512332,2026-01-30 18:29:00,control,content_seo,iOS,high_intent,25-34
512333,2026-02-06 02:14:00,control,app_store,iOS,high_intent,25-34
512334,2026-02-04 03:33:00,control,referral,iOS,mid_intent,25-34
512335,2026-02-14 12:52:00,treatment,offline_broker,Android,low_intent,25-34
512336,2026-01-19 20:27:00,treatment,offline_broker,Android,high_intent,35-44
512337,2026-01-21 23:17:00,control,offline_broker,Android,mid_intent,35-44
512338,2026-03-14 14:38:00,treatment,paid_social,Android,mid_intent,18-24
512339,2026-01-26 13:18:00,control,referral,Android,mid_intent,25-34
512340,2026-01-19 06:05:00,control,content_seo,iOS,mid_intent,18-24
512341,2026-01-05 00:49:00,treatment,content_seo,Android,mid_intent,25-34
512342,2026-02-11 05:08:00,treatment,paid_social,Android,high_intent,25-34
512343,2026-02-16 17:28:00,treatment,content_seo,Android,low_intent,25-34
512344,2026-01-26 19:50:00,treatment,referral,Android,high_intent,25-34
